"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"6212","Rock Band 4","Harmonix","other","October","2015"," T",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,3,2,6,4,15
"6213","Rock Band Blitz","Harmonix","other","August","2012"," T",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,3,5,4,2,9,7,13
"6215","Rock Revolution","other","Konami","On","Hold"," T",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,5,3,2,6,4,10
"6216","Rocket Knight","Climax Studios","Konami","May","2010"," E10+",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,2,3,7,8
"6217","Rocket League","other","other","July","2015"," E",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,10,0,4,5,4,1,17,8,29
"6218","Rocket Riot","other","THQ","October","2010",NA,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,1,10,5,3,3,2,12,10
"6219","Rocket: Robot on Wheels","other","Ubisoft","November","1999"," E",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,6,1,1,7,4,4,8,9,16
"6220","Rocketmen: Axis of Evil","other","Capcom","March","2008"," E10+",5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,3,7,4,5,1,8,9,8
"6221","Rocksmith","Ubisoft","Ubisoft","October","2011"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,6,3,3,3,6,8,12
"6222","Rocksmith 2014","other","Ubisoft","October","2013"," T",9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,1,2,3,8
"6223","Rockstar Games Presents Table Tennis","other","Rockstar  Games","May","2006"," E",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,3,2,0,0,1,3,4
"6224","Rocky","other","Ubisoft","November","2002"," T",8.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,21,3,10,13,9,9,18,18,38
"6225","Rocky Balboa","other","Ubisoft","March","2007"," T",4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,39,22,45,34,48,25,55,85,85
"6226","Rogue Galaxy","Level-5","Sony Computer Entertainment","January","2007"," T",8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,16,4,12,12,5,5,16,17,49
"6227","Rogue Legacy","other","other","June","2013"," E10+",9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,3,3,4,5,4,9,8,15
"6228","Rogue Ops","other","other","October","2003"," M",7.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,7,1,0,3,3,8,6
"6229","Rogue Trip: Vacation 2012","other","GT Interactive","September","1998"," T",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,9,6,13,12,7,8,14,19,26
"6230","Rogue Trooper","Rebellion","Eidos Interactive","May","2006"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,9,11,25,7,15,5,18,31,32
"6232","Rollcage","other","Psygnosis","March","1999"," E",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,2,2,5
"6233","Rollcage Stage II","other","Midway  Games","October","2000"," E",8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2
"6235","RollerCoaster Tycoon","Microprose","Hasbro Interactive","March","1999"," E",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,3,2,9
"6236","RollerCoaster Tycoon 3","Frontier Developments","Atari","November","2004"," E",8.5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,5,1,3,3,2,5,7,5,9
"6237","RollerCoaster Tycoon 3: Wild!","Frontier Developments","Atari","October","2005"," E",7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,5,1,3,3,2,5,7,5,9
"6238","RollerCoaster Tycoon: Corkscrew Follies","Microprose","Hasbro Interactive","November","1999"," E",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,3,10,1,3,10,5,23
"6239","RollerCoaster Tycoon: Loopy Landscapes","Microprose","Hasbro Interactive","September","2000"," E",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,1,3,10,1,3,10,5,23
"6240","Rolling Thunder 2","Namco","Namco","November","1991",NA,6.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,3,1,3,1,1,3,6
"6241","Romance of the Three Kingdoms IV: Wall of Fire","Koei","Koei","January","1996","E",6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6242","Romance of the Three Kingdoms IX","Koei","Koei","February","2004"," E",8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,3,1,1,1,2,3,2
"6245","Romancing SaGa","Square","Square","N",NA,NA,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,2,2,6,2,4,11,8,28
"6246","Rome: Total War","Creative Assembly","Activision","September","2004"," T",9.4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,1,2,6,1,4,16,5,18
"6248","Soul of the Samurai","Konami","Konami","August","1999"," M",7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,1,2,1,3,3,6
"6249","Rooms: The Main Building","other","Hudson Soft","March","2010"," E",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,1,6
"6250","Rory McIlroy PGA Tour","EA Tiburon","Electronic Arts","June","2015"," E",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,5,2,2,1,8,9,15
"6252","Rowan's Battle of Britain","other","other","January","2001",NA,7.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"6253","Rubik's Games","other","Hasbro Interactive","December","1999"," E",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,4,0,1,3,2,5
"6256","Rugby 06","other","Electronic Arts","N",NA," E",8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,2,5,2,3,7,4,13
"6258","Rugby 15","other","other","February","2015"," E",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,2,1,2,0,1,5,5,8
"6260","Rugby League 3","other","other","Import",NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
"6261","Rugby League Live","other","other","N",NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,2,1,1,4,1,9
"6262","Rugby League Live 2","other","other","N",NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,5,0,1,9,3,17
"6263","Rugby League Live 3","other","other","September","2015"," E",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,3,0,2,4,0,12
"6264","Rugby World Cup 2011","other","other","September","2011"," E",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,5,2,1,14,2,24
"6265","Rugby World Cup 2015","other","other","N",NA," E",1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,4,2,4,6,3,10,10,18
"6267","Rugrats: The Movie","other","THQ","March","1999"," E",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,12,6,5,12,4,8,13,12,18
"6270","Rugrats: Totally Angelica","other","THQ","May","2000"," E",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,1,2,1,0,4,2,5
"6272","Rule of Rose","other","Atlus","September","2006"," M",4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,12,9,16,8,14,6,12,21,18
"6273","Top Gear Rally","other","other","March","1999"," E",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3,1,1,1,4,5,7
"6274","Rumble Racing","Electronic Arts","Electronic Arts","April","2001"," E",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1
"6275","Rumble Roses XX","Yuke's Media Creations","Konami","March","2006"," M",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"6276","Runabout 2","other","other","May","2000"," T",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"6277","Runaway: The Dream of the Turtle","other","cdv Software Entertainment","March","2007"," T",7.2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,14,3,9,4,5,2,9,12,21
"6278","Rune Factory 2: A Fantasy Harvest Moon","other","Natsume","November","2008"," E",8.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1,3,11,2,2,11,5,23
"6279","Rune Factory 4","other","Xseed Games","October","2013",NA,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13,1,9,10,1,4,9,14,27
"6280","Rune Factory: A Fantasy Harvest Moon","other","Natsume","August","2007"," E",8.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,4,0,1,6,6,10
"6282","Rune Factory: Tides of Destiny","other","Natsume","October","2011"," E10+",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"6284","Rune: Halls of Valhalla","other","Gathering of Developers (aka GOD Games)","April","2001"," M",4.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,12,2,9,10,5,7,10,13,27
"6285","Rune: Viking Warlord","other","Take-Two Interactive ","July","2001"," M",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,12,2,9,10,5,7,10,13,27
"6286","Runner 3","other","other","May","2018"," E10+",7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,6,1,2,6,10
"6291","Rush for Berlin","other","Paradox  Interactive","June","2006"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,1,1,1,3,1,3
"6293","Rush'n Attack","Konami","Konami","April","1987",NA,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,7,3,11,10,7,7,12,12,26
"6294","Rust","other","other","December","2013",NA,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,3,1,4,1,5,13,9
"6296","Rymdkapsel","other","other","May","2013",NA,7.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6297","Ryse: Son of Rome","other","Microsoft","November","2013"," M",6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1,4,5,4,2,13,11,18
"6298","Ryse: Son of Rome","other","other","October","2014"," M",6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1,4,5,4,2,13,11,18
"6300","S.C.A.T.: Special Cybernetic Attack Team","Natsume","Natsume","March","1991",NA,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,5,4,4,1,3,9,7
"6301","S.C.S. Dangerous Waters","other","Strategy First","January","2006"," E",8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,3,2,1,5,6,10
"6303","Disaster Report","Irem Software Engineering","Agetec","February","2003"," T",6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1,5,6,4,4,5,7,14
"6305","S.T.A.L.K.E.R.: Clear Sky","other","Deep Silver","September","2008"," M",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,4,7,1,5,1,6,8,9
"6306","S.T.A.L.K.E.R.: Shadow of Chernobyl","other","THQ","March","2007"," M",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,2,4,12,4,7,12,7,28
"6307","S.T.U.N. Runner","Atari Corp. (1984-2003)","Atari Corp. (1984-2003)","December","1991",NA,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6308","S.W.I.N.E.","other","other","December","2001"," T",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,4,12,19,5,4,3,11,22,20
"6313","SBK: Snowboard Kids","other","Atlus","November","2005"," E",6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,2,0,1,4,1
"6318","Xtreme Sports","other","Infogrames","November","2000"," E",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,2,1,1,4,1,12
"6329","SEGA Rally Revo","other","SEGA","October","2007"," E",8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,2,0,1,4,1,8
"6334","SEGA Superstars Tennis","Sumo Digital","other","September","2012"," E10+",6.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,4,4,0,2,4,4,7
"6337","SNK 40th Anniversary Collection","SNK [1978-2001]","NIS","November","2018"," T",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
"6339","SNK vs. Capcom Card Fighters DS","SNK Playmore","other","April","2007"," T",3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,3,1,2,0,5,6,8
"6340","SNK vs. Capcom: Match of the Millennium","SNK [1978-2001]","SNK [1978-2001]","December","1999"," T",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"6341","SOCOM: Confrontation","other","Sony Computer Entertainment","October","2008"," M",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,8,3,10,6,3,3,11,9,21
"6342","SOCOM 4: U.S. Navy SEALs","other","Sony Computer Entertainment","April","2011"," M",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,1,7,2,5,1,7,10,13
"6343","SOCOM: U.S. Navy SEALs Combined Assault","other","Sony Computer Entertainment","November","2006"," T",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,3,5,4,3,4,7,7,10
"6344","SOCOM: U.S. Navy SEALs Fireteam Bravo","other","Sony Computer Entertainment","November","2005"," M",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,4,2,1,1,4,4,3
"6345","SOCOM: U.S. Navy SEALs Fireteam Bravo 2","other","Sony Computer Entertainment","November","2006"," T",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,6,2,17,3,7,2,7,23,14
"6346","SOCOM: U.S. Navy SEALs Fireteam Bravo 3","other","Sony Computer Entertainment","February","2010"," T",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,7,2,17,6,6,5,18,16,17
"6347","SOCOM: U.S. Navy SEALs Tactical Strike","other","Sony Computer Entertainment","November","2007"," T",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,3,1,2,1,2,7,3
"6348","SSX","EA Canada","Electronic Arts","February","2012"," E",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1
"6349","SSX 3","EA Canada","Electronic Arts","October","2003"," E",9.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,6,2,5
"6350","SSX Blur","other","Electronic Arts","February","2007"," E",8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3,3
"6351","SSX On Tour","EA Canada","Electronic Arts","N",NA," E10+",8.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,4,3,1,4,7,12
"6354","SWAT 2","other","other","July","1998"," T",7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8,5,18,7,8,8,14,21,24
"6355","SWAT 3: Close Quarters Battle","other","other","November","1999"," M",8.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,7,3,11,4,5,6,10,16,16
"6357","SWAT: Target Liberty","other","Sierra","October","2007"," T",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,5,1,1,2,6,6,5
"6358","Sabre Wulf","Rare","THQ","June","2004"," E",8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3,3,1,2,1,2,4,6
"6359","Sacred","other","other","March","2004"," T",7.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,4,0,4
"6360","Sacred 2: Fallen Angel","other","cdv Software Entertainment","November","2008"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,2,6,4,6,5,8,11,22
"6361","Sacred 3","other","Deep Silver","August","2014"," M",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,2,3,2,2,1,5,5,8
"6363","Sacrifice","other","Interplay","November","2000"," T",9.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,4
"6365","Saga Frontier","Square","Sony Computer Entertainment","March","1998"," T",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,4,4,2,8,1,15
"6366","Saga Frontier 2","Square","Square","February","2000"," T",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,2,1,2,3,10
"6367","Sahara","other","other","canceled",NA,NA,7.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,18,8,20,11,13,9,21,29,51
"6368","Saint Seiya: Brave Soldiers","Dimps","Bandai Namco Games","November","2013"," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,1,3,4,5,8
"6369","Saints Row","Volition","THQ","August","2006"," M",8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,11,7,15,9,8,8,18,16,31
"6370","Saints Row 2","Volition","THQ","August","2011"," M",8.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,30,7,31,22,26,11,38,54,70
"6371","Saints Row IV","Volition","Deep Silver","August","2013"," M",7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,9,6,17,9,3,4,15,20,24
"6374","Saints Row: The Third","Volition","THQ","November","2011"," M",8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,1,6,5,1,3,7,13,19
"6375","Sakura Samurai: Art of the Sword","other","Nintendo","February","2012"," T",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,1,3,10,2,6,5,2,16
"6377","Salt Lake 2002","other","Eidos Interactive","January","2002"," E",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,22,0,5,10,3,5,23,12,45
"6378","Salt and Sanctuary","other","other","March","2016"," M",8.6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,3,7,5,1,2,7,7,15
"6379","Sam & Max: Season One","other","other","August","2007"," T",7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,18,6,14,14,11,8,22,25,42
"6380","Sam & Max: Beyond Time and Space","other","Atari","March","2010"," T",8.1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,13,6,16,10,6,9,11,15,19
"6381","Sam & Max: The Devil's Playhouse","other","other","August","2010"," E10+",8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13,2,12,3,8,3,10,13,23
"6387","Samba de Amigo","Sonic Team","SEGA","released",NA,NA,9.4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,7,12,8,7,9,16,32
"6388","Samba de Amigo","Gearbox Software","SEGA","September","2008"," E",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,7,12,8,7,9,16,32
