"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre"
"126","Age of Wonders: Planetfall","Triumph Studios","Paradox  Interactive","August","2019"," T","8.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"127","Age of Wushu","Snail Game","Snail Game","April","2013"," M","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"128","Age of Zombies","Halfbrick Studios","Halfbrick Studios","February","2010"," T","9","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"129","Interpol: The Trail of Dr. Chaos","TikGames","TikGames","September","2009"," E","4.5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"130","Agents of Mayhem","Volition","Deep Silver","August","2017"," M","7.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"131","Aggressive Inline","Z-Axis","Acclaim Entertainment","May","2002"," T","9.4","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"132","Agile Warrior F-111X","Black Ops","Virgin Interactive","January","1996"," T","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"133","Agony","Madmind Studio","PlayWay","May","2018"," M","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"134","Aha! I Found it! Hidden Object Game","A-TEAM","A-TEAM","January","2010"," E","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"135","Aidyn Chronicles: The First Mage","H2O Entertainment","THQ","March","2001"," T","4.2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"136","Aion","NCsoft -- Seoul","NCsoft","September","2009"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"137","Air Combat","Namco","Namco","June","1995"," E","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"138","Air Command 3.0","Joe's Games","Shrapnel Games","April","2001"," RP","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"139","Air Conflicts: Secret Wars","Games Farm","Kalypso Media","November","2011"," T","6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"140","Air Conflicts: Vietnam","bitComposer","Games Farm","October","2013"," T","3.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Air Zonk","Red Company","Hudson Soft","December","1992",NA,"8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"142","AirBlade","Criterion Games","Namco","January","2002"," T","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"143","AirForce Delta","Konami Studios","Konami","September","1999"," E","8.1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"144","AirMech","Carbon Games","Carbon Games","December","2011",NA,"5.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"145","Airborne Troops: Countdown to D-Day","WideScreen Games","Mud Duck Productions","January","2005"," T","3.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"146","Airfix Dogfighter","Unique Development Studios (UDS)","EON Digital Entertainment","December","2000"," E","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"147","Airline Tycoon","Spellbound","Monte Cristo","January","2001"," E","7.9","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"148","Airport Tycoon","Krisalis Software Limited","Global Star","April","2000"," E","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"149","Akai Katana","Cave","N/A","N",NA,NA,"7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"150","Akuji The Heartless","LTI Gray Matter","Crystal Dynamics","January","1999"," T","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"151","Akuma: Demon Spawn","TriggerSoft","JC Research Inc.","October","1999"," T","3.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"152","Aladdin","Capcom","Capcom","November","1993","E","6.5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"153","Aladdin [GB]","NMS Software","Disney Interactive Studios","October","1995","E","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"154","Aladdin [Genesis]","Disney Interactive Studios","SEGA","November","1993"," E","8","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"155","Aladdin in Nasira's Revenge","Argonaut Games","Sony Computer Entertainment","March","2001"," E","6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"156","Alan Wake","Remedy","Microsoft Game Studios","May","2010"," T","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"157","Alan Wake's American Nightmare","Remedy","Microsoft Game Studios","February","2012"," T","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"158","Alan Wake: The Signal","Remedy","Microsoft Game Studios","July","2010"," T","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"159","Alan Wake: The Writer","Remedy","Microsoft Game Studios","October","2010"," T","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"160","Albert Odyssey: Legend of Eldean","Sunsoft","Working Designs","July","1997"," E","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"161","Alekhine's Gun","Haggard Games","Kiss","February","2016"," M","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"162","Power Strike","Compile","SEGA","released",NA,NA,"8.1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"163","Alex Kidd in Miracle World","SEGA","SEGA","released",NA,NA,"9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"164","Alex Kidd in the Enchanted Castle","SEGA","SEGA","August","1989"," E","4.5","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"165","Alex Kidd: The Lost Stars","SEGA","SEGA","December","1988",NA,"5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"166","Alex Rider: Stormbreaker","Razorback Developments","THQ","September","2006"," E10+","4","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"167","Alexi Lalas International Soccer","Z-Axis","Take-Two Interactive ","May","1999"," E","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"168","Alfa Romeo Racing Italiano","Milestone","Black Bean","Europe",NA," E","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"169","Alfred Hitchcock Presents: The Final Cut","Arxel Tribe","Ubisoft","April","2002"," M","6.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"170","Alias","Acclaim Studios Cheltenham","Acclaim Entertainment","Cancelled",NA,NA,"7.3","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"171","Alice in Wonderland [2000]","Digital Eclipse Software","Nintendo","September","2000"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"172","Alice in Wonderland: The Movie","Etranges Libellules","Disney Interactive Studios","March","2010"," E10+","6.5","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"173","Alice: Madness Returns","Spicy Horse","Electronic Arts","June","2011"," M","6.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"174","Alien Breed 3: Descent","N/A","Team17 Software","November","2010"," T","6.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"175","Alien Breed Impact","Team17 Software","Team17 Software","June","2010"," T","7.9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"176","Alien Crush","Compile","Hudson Soft","September","1989"," E","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Alien Crush Returns","Hudson Soft","Hudson Soft","November","2008"," E","7.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Alien Havoc","Creat Studios","Creat Studios","October","2009"," E","5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"179","Alien Hominid","The Behemoth","ZOO  Digital","Europe",NA," T","8.1","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"180","Alien Rage","CI Games","N/A","October","2013"," M","4.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"181","Alien Resurrection","Argonaut Games","Fox Interactive","October","2000"," M","6.5","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"182","Alien Shooter: Vengeance","Sigma Team","cdv Software Entertainment","February","2007"," M","7.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"183","Alien Soldier [1995]","Treasure","SEGA","N",NA," E","8","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"184","Alien Storm","SEGA","SEGA","December","1991"," E10+","6.5","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"185","Alien Syndrome","Totally Games","SEGA","July","2007"," T","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"186","Alien Trilogy","Probe","Acclaim Entertainment","August","1996"," M","8","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"187","Alien Zombie Death","PomPom Games","PomPom Games","March","2010"," E10+","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"188","Alien Zombie Megadeath","PomPom Games","PomPom Games","June","2011"," E10+","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"189","Alien: Isolation","Creative Assembly","SEGA","October","2014"," M","5.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"190","Alienation","Housemarque","Sony Computer Entertainment","April","2016"," M","8.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"191","Aliens vs. Predator","Rebellion","SEGA","February","2010"," M","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"192","Aliens vs. Predator [1999]","Rebellion","Fox Interactive","May","1999"," M","8","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"193","Aliens vs. Predator 2","Monolith Productions","Sierra","October","2001"," M","8.2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"194","Aliens vs. Predator: Requiem","Rebellion","Sierra","November","2007"," T","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"195","Aliens: Colonial Marines","Gearbox Software","SEGA","Cancelled",NA," M","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"196","Aliens: Infestation","WayForward Technologies","SEGA","October","2011"," T","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"197","All Star Tennis '99","Smart Dog","Ubisoft","September","1999"," E","7","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"198","All-Star Baseball '97 Featuring Frank Thomas","Iguana Entertainment","Acclaim Entertainment","June","1997","E","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"199","All-Star Baseball '99","Iguana Entertainment","Acclaim Entertainment","May","1998"," E","8.2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"200","All-Star Baseball 2000","Iguana Entertainment","Acclaim Entertainment","April","1999"," E","9","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"201","All-Star Baseball 2001","High Voltage Software","Acclaim Entertainment","March","2000"," E","9.1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"202","All-Star Baseball 2002","Acclaim Studios Austin","Acclaim Entertainment","March","2001"," E","8.4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"203","All-Star Baseball 2003","Acclaim Studios Austin","Acclaim Entertainment","February","2002"," E","8.9","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"204","Allegiance","Microsoft","Microsoft","March","2000"," E","8.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"205","Alleyway","Nintendo R&D1","Nintendo","August","1989"," E","6","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"206","Alone in the Dark: Inferno","Eden Games","Atari","November","2008"," M","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"207","Alone In The Dark 2","Infogrames","Interplay","January","1996"," T","6","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"208","Alone in the Dark: The New Nightmare","Darkworks","Infogrames","September","2001"," M","4","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
